NAME : sz1
VERTICES : 2931
DEPOT : 1
INDEX	NODES	COST	DEMAND
413201	1708	1709	302	
413202	1707	1708	424	
413203	1710	1707	739	
414301	1711	863	821	
414302	1712	1711	880	
414303	1713	1712	1026	
414304	1707	1713	626	
414305	1715	1707	509	
414306	1716	1715	457	
414307	1628	1716	1385	
414401	1716	1628	1384	
414402	1715	1716	466	
414403	1707	1715	518	
414404	1713	1707	623	
414405	1712	1713	1018	
414406	1711	1712	1181	
414407	863	1711	526	
415101	1719	1730	661	
415102	1720	1719	437	
415103	1721	1720	287	
415104	1722	1721	833	
415105	1723	1722	1082	
415106	1724	1723	722	
415107	1725	1724	2178	
415108	1710	1725	914	
415109	1713	1710	882	
415110	1728	1713	825	
415111	1729	1728	1037	
415201	1728	1729	1050	
415202	1713	1728	827	
415203	1710	1713	898	
415204	1725	1710	921	
415205	1724	1725	2384	
415206	1723	1724	336	
415207	1722	1723	1174	
415208	1721	1722	755	
415209	1720	1721	278	
415210	1719	1720	461	
415211	1730	1719	644	
416301	1731	700	749	
416302	1696	1731	1424	
416401	1731	1696	1428	
416402	700	1731	596	
417301	1687	770	403	
417302	1735	1687	933	
417303	1602	1735	387	
417304	1723	1602	2159	
417305	1738	1723	1220	
417306	1712	1738	2270	
417307	1740	1712	1199	
417308	1741	1740	1149	
417309	1742	1741	413	
417310	1743	1742	740	
417311	1744	1743	150	
417312	1745	1744	1424	
417313	1746	1745	629	
417314	1747	1746	855	
417315	1748	1747	915	
417316	1094	1748	995	
417401	1748	1094	986	
417402	1747	1748	933	
417403	1746	1747	936	
417404	1745	1746	541	
417405	1744	1745	1412	
417406	1743	1744	163	
417407	1742	1743	735	
417408	1741	1742	571	
417409	1740	1741	1208	
417410	1712	1740	991	
417411	1738	1712	2318	
417412	1723	1738	1227	
417413	1602	1723	2116	
417414	1735	1602	497	
417415	1687	1735	917	
417416	770	1687	417	
418101	1751	1657	1166	
418102	1752	1751	645	
418103	1753	1752	895	
418104	1754	1753	861	
418105	1671	1754	934	
418106	1756	1671	590	
418107	1757	1756	1708	
418201	1756	1757	1686	
418202	1671	1756	578	
418203	1754	1671	942	
418204	1753	1754	863	
418205	1752	1753	894	
418206	1751	1752	649	
418207	1657	1751	1166	
419101	1759	1760	723	
419201	1760	1759	721	
420301	1761	1764	332	
420302	1606	1761	722	
420303	1763	1606	517	
420401	1606	1763	510	
420402	1761	1606	733	
420403	1764	1761	333	
421101	1765	1767	901	
421102	1766	1765	787	
421201	1765	1766	787	
421202	1767	1765	902	
422301	1768	1769	943	
422401	1769	1768	936	
423301	1770	1771	626	
423401	1771	1770	626	
424301	1772	1076	1060	
424401	1076	1772	1056	
425301	1774	1073	660	
425401	1073	1774	660	
426301	1652	1072	294	
426401	1072	1652	294	
427301	1778	1779	963	
427401	1779	1778	957	
428301	1780	1782	1075	
428302	1781	1780	2213	
428401	1780	1781	2213	
428402	1782	1780	1075	
429301	1782	1784	370	
429401	1784	1782	378	
430301	1785	1604	488	
430302	1786	1785	465	
430401	1785	1786	455	
430402	1604	1785	497	
431301	1788	1789	412	
431401	1789	1788	412	
432101	1790	1791	1051	
432201	1791	1790	1051	
433301	1792	1708	538	
433302	1793	1792	556	
433303	1794	1793	781	
433304	1624	1794	363	
433401	1794	1624	369	
433402	1793	1794	788	
433403	1792	1793	555	
433404	1708	1792	530	
435101	1672	1798	1164	
435201	1798	1672	1164	
436101	1799	1800	391	
436201	1800	1799	399	
437301	1801	1751	579	
437302	1802	1801	708	
437401	1801	1802	719	
437402	1751	1801	583	
439301	1804	1805	352	
439401	1805	1804	352	
443301	1806	1807	1366	
443401	1807	1806	1366	
444101	1808	1810	885	
444102	1809	1808	725	
444201	1808	1809	732	
444202	1810	1808	882	
445301	1685	1812	2142	
445401	1812	1685	2142	
446101	1813	1816	804	
446102	1774	1813	774	
446103	1778	1774	756	
446201	1774	1778	756	
446202	1813	1774	774	
446203	1816	1813	804	
447301	1817	1700	1362	
447401	1700	1817	1364	
450301	1769	821	478	
450401	821	1769	478	
452301	1821	1822	671	
452401	1822	1821	670	
453101	1823	1824	354	
453201	1824	1823	354	
455101	1610	1692	1120	
455201	1692	1610	1122	
456101	1785	1830	878	
456102	1828	1785	576	
456103	1829	1828	1107	
456201	1828	1829	1115	
456202	1785	1828	576	
456203	1830	1785	877	
457101	1831	1834	830	
457102	1832	1831	573	
457103	1833	1832	527	
457201	1832	1833	541	
457202	1831	1832	565	
457203	1834	1831	915	
458101	1835	1836	255	
458201	1836	1835	248	
459301	1837	1838	934	
459401	1838	1837	934	
460301	1839	1840	469	
460401	1840	1839	469	
461101	1841	1716	1056	
461201	1716	1841	1054	
462301	1843	1844	475	
462401	1844	1843	472	
463301	1845	1847	576	
463302	1846	1845	685	
463401	1845	1846	667	
463402	1847	1845	591	
464301	1848	1719	402	
464401	1719	1848	389	
465101	1850	1649	646	
465201	1649	1850	643	
466301	1601	1735	905	
466401	1735	1601	905	
467301	1854	1855	540	
467401	1855	1854	541	
468301	1593	766	478	
468302	1857	1593	1073	
468401	1593	1857	1073	
468402	766	1593	475	
469301	1859	1835	954	
470101	1860	1861	1503	
470201	1861	1860	1504	
471301	1594	1863	615	
471401	1863	1594	615	
472301	1864	1867	1492	
472302	1612	1864	767	
472303	1866	1612	861	
472401	1612	1866	861	
472402	1864	1612	767	
472403	1867	1864	1492	
473301	1868	1869	1554	
473401	1869	1868	1555	
474301	1870	1871	510	
474401	1871	1870	510	
475101	1789	1874	892	
475102	1873	1789	1296	
475201	1789	1873	730	
475202	1874	1789	1458	
476301	1875	1876	808	
476401	1876	1875	815	
477101	1877	1879	611	
477102	1878	1877	720	
477201	1877	1878	710	
477202	1879	1877	610	
478101	1880	1567	1122	
478201	1567	1880	1122	
479301	1882	1883	907	
479401	1883	1882	907	
480301	1883	1887	812	
480302	1880	1883	974	
480303	1886	1880	599	
480401	1880	1886	599	
480402	1883	1880	974	
480403	1887	1883	812	
481101	1888	1891	663	
481102	1641	1888	587	
481103	1890	1641	953	
481201	1641	1890	953	
481202	1888	1641	586	
481203	1891	1888	662	
482301	1892	1893	1134	
482401	1893	1892	1194	
483101	1891	1895	334	
483201	1895	1891	334	
484101	1888	1898	1852	
484102	1897	1888	754	
484201	1888	1897	767	
484202	1898	1888	1841	
485101	1899	1715	800	
485201	1715	1899	799	
487101	1588	1902	1040	
487201	1902	1588	1037	
488301	1879	1904	706	
488401	1904	1879	704	
490101	1850	1046	489	
490102	1906	1850	510	
490103	1907	1906	546	
490201	1906	1907	570	
490202	1850	1906	510	
490203	1046	1850	477	
491301	1909	1910	1087	
491401	1910	1909	1087	
492101	1911	1876	719	
492102	1912	1911	560	
492103	1913	1912	822	
492201	1912	1913	827	
492202	1911	1912	563	
492203	1911	1911	721	
493301	1915	1916	1199	
493401	1916	1915	1199	
494101	1910	1918	1037	
494201	1918	1910	1037	
495101	1919	1799	1415	
495201	1799	1919	1423	
496101	1921	1667	1040	
496201	1667	1921	1040	
496401	1835	1859	958	
498101	1924	1925	816	
498201	1925	1924	824	
499101	1926	1927	802	
499201	1927	1926	804	
502101	1928	1929	791	
502201	1929	1928	798	
503301	1831	1931	640	
503401	1931	1831	639	
504101	1932	1933	2042	
504201	1933	1932	2042	
505301	1934	1912	529	
505401	1912	1934	528	
507101	1936	1937	866	
507201	1937	1936	866	
508301	1938	1939	1280	
508401	1939	1938	1299	
509101	1940	1689	1010	
509201	1689	1940	1010	
511101	1942	1943	769	
511201	1943	1942	762	
512101	1944	0	890	
512102	1945	1944	2417	
512201	1944	1945	2417	
512202	1946	1944	886	
513101	1947	1948	1049	
513201	1948	1947	1061	
515301	1877	1950	500	
515401	1950	1877	498	
516301	1951	1953	706	
516302	1952	1951	664	
516401	1951	1952	664	
516402	1953	1951	697	
517301	1954	1836	722	
517302	1955	1954	654	
517401	1954	1955	654	
517402	1836	1954	712	
518101	1957	1952	628	
518201	1952	1957	632	
519101	1633	1942	572	
519102	1960	1633	1112	
519201	1633	1960	1110	
519202	1942	1633	572	
520301	1860	1963	887	
520401	1963	1860	887	
521101	1964	1965	804	
521201	1965	1964	805	
522301	1966	1967	464	
522401	1967	1966	464	
523301	1968	1970	611	
523302	1969	1968	478	
523401	1968	1969	486	
523402	1970	1968	600	
524101	1798	1932	324	
524201	1932	1798	324	
525301	1973	1974	1461	
525401	1974	1973	1462	
526301	1975	1976	581	
526401	1976	1975	579	
527101	1977	1980	1634	
527102	1642	1977	803	
527103	1979	1642	774	
527201	1642	1979	777	
527202	1977	1642	805	
527203	1980	1977	1627	
528301	1981	1982	2232	
528401	1982	1981	1920	
529101	1983	1984	712	
529201	1984	1983	709	
530101	1985	1986	1270	
530201	1986	1985	1271	
531301	1812	1724	1638	
531401	1724	1812	1638	
532101	1989	1711	1137	
532102	1990	1989	505	
532201	1989	1990	513	
532202	1711	1989	1134	
534101	1992	1995	692	
534102	1993	1992	828	
534103	1994	1993	375	
534201	1993	1994	376	
534202	1992	1993	831	
534203	1995	1992	690	
536301	1996	1998	984	
536302	1997	1996	431	
536401	1996	1997	429	
536402	1998	1996	983	
539301	1999	2000	1010	
539401	2000	1999	1001	
540301	2001	2002	624	
540401	2002	2001	622	
541301	2003	1677	708	
541401	1677	2003	706	
542101	2005	1794	768	
542201	1794	2005	773	
543301	2007	1637	2005	
543302	1911	2007	803	
543303	2009	1911	660	
543401	1911	2009	658	
543402	2007	1911	800	
543403	1637	2007	2011	
544301	2011	1678	940	
544401	1678	2011	930	
545301	1832	2014	531	
545401	2014	1832	532	
546101	2015	1663	2759	
546201	1663	2015	2776	
547301	1753	2018	594	
547401	2018	1753	597	
548301	1871	2020	496	
548401	2020	1871	496	
549301	1691	1693	943	
549401	1693	1691	943	
550301	2023	2027	1028	
550302	2024	2023	1426	
550303	2025	2024	1071	
550304	2026	2025	613	
550401	2025	2026	615	
550402	2024	2025	1068	
550403	2023	2024	1431	
550404	2027	2023	1020	
551101	2028	2029	730	
551201	2029	2028	673	
552101	2030	2027	1006	
552102	2031	2030	1047	
552201	2030	2031	1047	
552202	2027	2030	1003	
553101	2033	2038	1728	
553102	2034	2033	1119	
553103	2035	2034	1341	
553104	908	2035	2771	
553105	2037	908	1808	
553201	908	2037	1853	
553202	2035	908	2754	
553203	2034	2035	1333	
553204	2033	2034	1148	
553205	2038	2033	1706	
554301	2039	2040	593	
554401	2040	2039	593	
555301	2041	912	406	
555302	2042	2041	382	
555401	2041	2042	384	
555402	912	2041	402	
556101	2031	2029	2074	
556201	2029	2031	2074	
557101	2046	2050	432	
557102	2039	2046	425	
557103	2048	2039	1021	
557104	2049	2048	803	
557201	2048	2049	807	
557202	2039	2048	1028	
557203	2046	2039	425	
557204	2050	2046	422	
558101	2051	2056	390	
558102	2052	2051	1003	
558103	911	2052	627	
558104	2054	911	1654	
558105	2055	2054	1381	
558201	2054	2055	1384	
558202	911	2054	1653	
558203	2052	911	624	
558204	2051	2052	1010	
558205	2056	2051	388	
559301	2057	916	954	
559401	916	2057	975	
560301	1361	2061	197	
560302	2060	1361	808	
560401	1361	2060	808	
560402	2061	1361	197	
563301	2062	2048	619	
563302	2063	2062	640	
563401	2062	2063	641	
563402	2048	2062	620	
564301	913	2066	654	
564401	2066	913	654	
565301	2067	2069	371	
565302	2068	2067	430	
565401	2067	2068	430	
565402	2069	2067	378	
566101	2070	2075	1971	
566102	2026	2070	1274	
566103	2072	2026	1029	
566104	2073	2072	2285	
566105	2074	2073	949	
566201	2073	2074	869	
566202	2072	2073	2436	
566203	2026	2072	972	
566204	2070	2026	1331	
566205	2075	2070	1929	
567101	2076	2030	806	
567102	2077	2076	1126	
567103	2078	2077	1224	
567104	909	2078	2057	
567105	2080	909	1825	
567201	909	2080	1822	
567202	2078	909	2076	
567203	2077	2078	1229	
567204	2076	2077	1122	
567205	2030	2076	802	
568301	2037	2088	969	
568302	2080	2037	1862	
568303	2084	2080	969	
568304	1296	2084	1684	
568305	2055	1296	1256	
568306	2087	2055	1891	
568401	2055	2087	1900	
568402	1296	2055	1252	
568403	2084	1296	1945	
568404	2080	2084	823	
568405	2037	2080	1890	
568406	2088	2037	957	
569301	2089	2091	558	
569302	2090	2089	513	
569401	2089	2090	507	
569402	2091	2089	554	
570101	2092	2093	661	
570201	2093	2092	662	
571301	2094	2095	324	
571401	2095	2094	325	
572101	2096	2097	4678	
572201	2097	2096	4677	
573101	2098	2099	1841	
573201	2099	2098	2078	
574301	2100	2101	444	
574401	2101	2100	444	
575101	2102	2103	3746	
575201	2103	2102	3794	
576101	2104	2105	3407	
576201	2105	2104	3407	
577301	2106	2108	976	
577302	2107	2106	733	
577401	2106	2107	733	
577402	2108	2106	976	
578301	2102	2110	731	
578401	2110	2102	726	
579301	2111	2112	863	
579401	2112	2111	861	
580301	2103	2076	598	
580302	2114	2103	446	
580303	2115	2114	833	
580304	2107	2115	738	
580401	2115	2107	738	
580402	2114	2115	832	
580403	2103	2114	449	
580404	2076	2103	585	
581301	2118	2038	1401	
581401	2038	2118	1407	
582301	2120	2122	742	
582302	2115	2120	612	
582401	2120	2115	603	
582402	2122	2120	767	
583301	2123	2035	2487	
583401	2035	2123	2487	
584301	2084	2126	1231	
584401	2126	2084	1231	
585301	2127	914	520	
585401	914	2127	518	
587301	2129	915	1029	
587401	915	2129	993	
588301	2131	2132	826	
588401	2132	2131	826	
589301	2046	2091	545	
589401	2091	2046	548	
590101	2129	2136	431	
590201	2136	2129	431	
591101	2137	907	966	
591201	907	2137	963	
592101	2088	2137	898	
592201	2137	2088	885	
593101	2041	2089	381	
593102	2067	2041	936	
593103	2127	2067	520	
593104	2144	2127	1416	
593201	2127	2144	1400	
593202	2067	2127	518	
593203	2041	2067	933	
593204	2089	2041	381	
595301	2126	910	1161	
677202	1173	1174	1075	
677203	2147	1173	745	
678301	2148	2156	3373	
678302	2149	2148	1205	
678303	1173	2149	699	
678304	893	1173	403	
678305	2152	893	788	
678306	2153	2152	1094	
678307	2154	2153	1088	
678308	2155	2154	944	
678401	2154	2155	943	
678402	2153	2154	1076	
678403	2152	2153	1111	
678404	893	2152	785	
678405	1173	893	725	
678406	2149	1173	388	
678407	2148	2149	1199	
678408	2156	2148	3364	
679301	1113	2166	642	
679302	2158	1113	565	
679303	2147	2158	485	
679304	900	2147	320	
679305	2161	900	745	
679306	1744	2161	1441	
679307	2163	1744	488	
679308	1167	2163	548	
679309	2165	1167	610	
679401	1167	2165	616	
679402	2163	1167	541	
679403	1744	2163	488	
679404	2161	1744	1444	
679405	900	2161	628	
679406	2147	900	444	
679407	2158	2147	490	
679408	1113	2158	563	
679409	2166	1113	640	
680301	2149	2158	665	
680302	1174	2149	764	
680401	2149	1174	787	
680402	2158	2149	651	
681301	2170	2172	2112	
681302	2171	2170	1399	
681401	2170	2171	1399	
681402	2172	2170	2108	
682301	2173	2174	2577	
682401	2174	2173	2575	
683101	1121	2173	2387	
683102	2176	1121	1716	
683201	1121	2176	1677	
683202	2173	1121	2421	
684301	2178	2180	858	
684302	2179	2178	844	
684401	2178	2179	846	
684402	2180	2178	854	
685301	2180	2182	413	
685401	2182	2180	413	
686101	2183	2170	867	
686102	2184	2183	896	
686201	2183	2184	897	
686202	2170	2183	869	
687301	2182	1159	1143	
687302	2187	2182	621	
687303	2188	2187	915	
687304	2189	2188	1303	
687401	2188	2189	1291	
687402	2187	2188	943	
687403	2182	2187	622	
687404	1159	2182	1130	
688301	2191	2192	1157	
688401	2192	2191	1160	
689101	2178	2196	782	
689102	2194	2178	810	
689103	1091	2194	599	
689201	2194	1091	593	
689202	2178	2194	803	
689203	2196	2178	786	
690101	2188	2199	780	
690102	1092	2188	1844	
690201	2188	1092	1854	
690202	2199	2188	779	
691101	2154	1746	853	
691102	2201	2154	451	
691201	2154	2201	453	
691202	1746	2154	856	
692301	2203	2204	389	
692401	2204	2203	388	
693301	2148	2166	630	
693302	2206	2148	1637	
693401	2148	2206	1638	
693402	2166	2148	645	
694101	2208	2163	415	
694102	2209	2208	551	
694103	2210	2209	575	
694104	2211	2210	452	
694105	2212	2211	906	
694201	2211	2212	903	
694202	2210	2211	452	
694203	2209	2210	582	
694204	2208	2209	558	
694205	2163	2208	406	
695101	2152	2161	1235	
695201	2161	2152	1229	
696301	2216	2218	479	
696302	2217	2216	672	
696401	2216	2217	664	
696402	2218	2216	473	
697301	2219	2218	1082	
697401	2218	2219	1079	
698301	2221	2222	543	
698302	2222	2221	604	
698401	2221	2222	612	
698402	2222	2221	538	
700101	2223	2224	718	
700201	2224	2223	717	
701101	2225	1110	492	
701102	1103	2225	592	
701201	2225	1103	595	
701202	1110	2225	493	
702101	2228	2229	529	
702201	2229	2228	524	
703301	2230	1627	1407	
703401	1627	2230	1402	
704301	2232	1109	1016	
704302	1102	2232	953	
704401	2232	1102	958	
704402	1109	2232	1015	
705301	2235	1626	1417	
705401	1626	2235	1419	
706101	2237	2240	746	
706102	2238	2237	642	
706103	2239	2238	520	
706201	2238	2239	520	
706202	2237	2238	642	
706203	2240	2237	745	
707301	2241	1132	721	
707401	1132	2241	721	
708301	1165	1742	1086	
708302	1140	1165	505	
708303	1147	1140	593	
708401	1140	1147	602	
708402	1165	1140	505	
708403	1742	1165	1081	
709301	2247	2248	4086	
709401	2248	2247	4086	
710101	2249	1119	1169	
710201	1119	2249	1169	
712301	2251	2254	896	
712302	2252	2251	901	
712303	2253	2252	745	
712401	2252	2253	745	
712402	2251	2252	901	
712403	2254	2251	896	
713101	2255	2257	1407	
713102	2256	2255	454	
713201	2255	2256	672	
713202	2257	2255	1402	
714301	2258	2260	1315	
714302	2259	2258	933	
714401	2258	2259	1049	
714402	2260	2258	1197	
715301	2260	2262	678	
715401	2262	2260	702	
716301	2263	2267	2511	
716302	2264	2263	1274	
716303	2264	2263	1625	
716304	2265	2264	2600	
716401	2264	2265	2600	
716402	2263	2264	1618	
716403	2263	2264	1274	
716404	2267	2263	2511	
717301	2268	2270	5046	
717302	2269	2268	6495	
717401	2268	2269	6495	
717402	2270	2268	5046	
718301	2256	2277	1685	
718302	2272	2256	1888	
718303	2273	2272	1067	
718304	2274	2273	1343	
718305	2275	2274	3499	
718306	2276	2275	1354	
718401	2275	2276	2093	
718402	2274	2275	2915	
718403	2273	2274	1228	
718404	2272	2273	795	
718405	2256	2272	2346	
718406	2277	2256	1502	
719101	2278	2283	1493	
719102	2279	2278	1157	
719103	2280	2279	2179	
719104	2281	2280	1666	
719105	2282	2281	1234	
719201	2281	2282	1213	
719202	2280	2281	1672	
719203	2279	2280	2183	
719204	2278	2279	1160	
719205	2283	2278	1493	
720101	2284	2285	728	
720201	2285	2284	725	
721101	2286	2287	1413	
721201	2287	2286	1415	
722101	2288	2289	922	
722201	2289	2288	910	
723301	2285	2265	1176	
723302	2286	2285	514	
723303	2289	2286	1007	
723401	2286	2289	993	
723402	2285	2286	512	
723403	2265	2285	1188	
724101	2294	0	1068	
724201	0	2294	1068	
727301	2295	2259	1250	
727401	2259	2295	1250	
730301	2255	2294	990	
730302	2298	2255	2090	
730401	2255	2298	2082	
730402	2294	2255	997	
731101	2300	2302	1221	
731102	2282	2300	1124	
731201	2300	2282	1120	
731202	2302	2300	1225	
732101	2300	2304	1818	
732201	2304	2300	1796	
735301	2305	2000	2598	
735401	2000	2305	2352	
736301	1368	2309	383	
736302	2308	1368	477	
736401	1368	2308	476	
736402	2309	1368	400	
737301	1676	2311	4273	
737401	2311	1676	4252	
738101	471	2315	403	
738102	1469	471	945	
738103	2314	1469	1026	
738201	1469	2314	1042	
738202	471	1469	949	
738203	2315	471	391	
739101	2316	2317	4163	
739201	2317	2316	4124	
740301	2318	2320	2482	
740302	2319	2318	2366	
740401	2318	2319	2369	
740402	2320	2318	2488	
741101	2174	2327	1791	
741102	1120	2174	2030	
741103	2323	1120	1750	
741104	2324	2323	3783	
741105	2033	2324	4503	
741106	2077	2033	2725	
741201	2033	2077	2604	
741202	2324	2033	4673	
741203	2323	2324	3762	
741204	1120	2323	1784	
741205	2174	1120	2243	
741206	2327	2174	1526	
742301	1620	957	2506	
742401	957	1620	2506	
743301	1007	2334	1600	
743302	2331	1007	766	
743303	1650	2331	1466	
743304	1906	1650	557	
743401	1650	1906	562	
743402	2331	1650	1450	
743403	1007	2331	781	
743404	2334	1007	1601	
745101	1690	2342	1493	
745102	2336	1690	1205	
745103	1615	2336	533	
745104	1817	1615	925	
745105	2014	1817	468	
745106	1595	2014	722	
745107	2341	1595	962	
745201	1595	2341	958	
745202	2014	1595	732	
745203	1817	2014	472	
745204	1615	1817	920	
745205	2336	1615	543	
745206	1690	2336	1194	
745207	2342	1690	1495	
746301	1989	1106	1844	
746302	2344	1989	635	
746303	1740	2344	558	
746304	1728	1740	665	
746305	1709	1728	946	
746306	1841	1709	1077	
746307	1625	1841	1499	
746308	2350	1625	464	
746309	2351	2350	951	
746310	2352	2351	2334	
746401	2351	2352	2316	
746402	2350	2351	979	
746403	1625	2350	464	
746404	1841	1625	1502	
746405	1709	1841	1080	
746406	1728	1709	938	
746407	1740	1728	738	
746408	2344	1740	480	
746409	1989	2344	642	
746410	1106	1989	1822	
747301	2284	2360	594	
747302	2288	2284	1408	
747303	2356	2288	3011	
747304	2357	2356	2216	
747305	978	2357	1373	
747306	2359	978	534	
747401	978	2359	517	
747402	2357	978	1428	
747403	2356	2357	2567	
747404	2288	2356	2612	
747405	2284	2288	1418	
747406	2360	2284	600	
748101	2361	2365	857	
748102	2362	2361	1319	
748103	125	2362	1334	
748104	2364	125	1127	
748201	125	2364	1136	
748202	2362	125	1469	
748203	2361	2362	1161	
748204	2365	2361	849	
749301	1116	2373	676	
749302	1118	1116	628	
749303	2368	1118	410	
749304	1126	2368	999	
749305	2370	1126	1312	
749306	1130	2370	901	
749307	1156	1130	394	
749401	1130	1156	373	
749402	2370	1130	904	
749403	1126	2370	1306	
749404	2368	1126	1010	
749405	1118	2368	433	
749406	1116	1118	605	
749407	2373	1116	685	
750101	2374	2429	384	
750102	823	2374	1032	
753102	2063	2380	770	
753103	2377	2063	1062	
753104	2378	2377	1345	
753105	2057	2378	992	
753201	2378	2057	1082	
753202	2377	2378	1208	
753203	2063	2377	1098	
753204	2380	2063	1564	
753205	2050	2380	540	
754101	554	2390	859	
754102	687	554	969	
754103	504	687	559	
754104	576	504	860	
754105	542	576	533	
754106	2387	542	490	
754107	515	2387	701	
754108	569	515	716	
754201	515	569	715	
754202	2387	515	713	
754203	542	2387	495	
754204	576	542	517	
754205	504	576	855	
754206	687	504	557	
754207	554	687	977	
754208	2390	554	859	
755301	2391	2392	782	
755401	2392	2391	768	
756101	1467	469	892	
756201	469	1467	893	
758301	1287	2396	1241	
758401	2396	1287	1246	
759101	179	1448	739	
759102	2398	179	1020	
759103	2399	2398	787	
759201	2398	2399	774	
759202	179	2398	1023	
759203	1448	179	752	
760101	790	2403	531	
760102	557	790	894	
760201	790	557	890	
760202	2403	790	536	
761301	1114	2409	513	
761302	2216	1114	686	
761303	2224	2216	1281	
761304	1743	2224	937	
761305	1166	1743	1019	
761401	1743	1166	1020	
761402	2224	1743	1042	
761403	2216	2224	1283	
761404	1114	2216	681	
761405	2409	1114	539	
762301	2410	940	917	
762302	32	2410	676	
762303	930	32	933	
762304	602	930	880	
762305	366	602	670	
762306	373	366	1385	
762401	366	373	1395	
762402	602	366	676	
762403	930	602	858	
762404	32	930	937	
762405	2410	32	666	
762406	940	2410	926	
763101	607	711	259	
763102	50	607	736	
763103	505	50	1339	
763201	50	505	1409	
763202	607	50	613	
763203	711	607	786	
764301	2421	2437	2249	
764302	941	2421	1153	
764303	2423	941	815	
764304	936	2423	420	
764305	354	936	596	
764306	932	354	446	
764307	305	932	484	
764308	95	305	869	
764401	305	95	762	
764402	932	305	487	
764403	354	932	446	
764404	936	354	613	
750201	2374	823	1032	
750202	2429	2374	404	
751101	2430	521	367	
751102	511	2430	832	
751103	566	511	738	
751201	511	566	742	
751202	2430	511	833	
751203	521	2430	365	
752301	2323	2436	2543	
752302	2176	2323	1994	
752401	2323	2176	1994	
752402	2436	2323	2542	
753101	2380	2050	1361	
764405	2423	936	404	
764406	941	2423	804	
764407	2421	941	1155	
764408	2437	2421	2243	
765101	2438	1801	450	
765102	1764	2438	949	
765103	1668	1764	1129	
765104	2441	1668	931	
765201	1668	2441	685	
765202	1764	1668	1127	
765203	2438	1764	952	
765204	1801	2438	458	
766101	2443	2448	5098	
766102	2444	2443	3184	
766103	2444	2444	2188	
766104	2445	2444	619	
766105	2446	2445	1181	
766201	2445	2446	1176	
766202	2444	2445	629	
766203	2444	2444	2188	
766204	2443	2444	3184	
766205	2448	2443	5098	
767401	818	0	740	
768301	2450	1343	817	
768302	2451	2450	723	
768303	1336	2451	679	
768304	1190	1336	913	
768305	2454	1190	1430	
768401	1190	2454	1429	
768402	1336	1190	914	
768403	2451	1336	720	
768404	2450	2451	680	
768405	1343	2450	808	
769101	1845	2469	3555	
769102	2457	1845	4183	
769103	1979	2457	2112	
769104	2459	1979	600	
769105	1786	2459	876	
769106	2461	1786	807	
769107	1829	2461	844	
769108	1997	1829	765	
769109	1670	1997	1153	
769110	1608	1670	562	
769111	2441	1608	589	
769112	2467	2441	1882	
769113	1757	2467	2829	
769201	2467	1757	2684	
769202	2441	2467	1391	
769203	1608	2441	804	
769204	1670	1608	554	
769205	1997	1670	1139	
769206	1829	1997	780	
769207	2461	1829	807	
769208	1786	2461	816	
769209	2459	1786	446	
769210	1979	2459	1331	
769211	2457	1979	1848	
769212	1845	2457	4161	
769213	2469	1845	3547	
770301	1351	435	493	
770302	1548	1351	415	
770303	1444	1548	576	
770304	1357	1444	479	
770305	2474	1357	473	
770306	2475	2474	517	
770307	2476	2475	605	
770401	2475	2476	615	
770402	2474	2475	515	
770403	1357	2474	474	
770404	1444	1357	478	
770405	1548	1444	579	
770406	1351	1548	412	
770407	435	1351	484	
771301	2344	2479	886	
771401	2479	2344	888	
773101	171	2482	696	
773102	2396	171	652	
773201	171	2396	646	
773202	2482	171	694	
774301	2483	2484	2360	
774401	2484	2483	2360	
775101	2485	2287	684	
775102	2486	2485	1100	
775201	2485	2486	1202	
775202	2287	2485	686	
776101	1426	141	1035	
776102	473	1426	701	
776103	1212	473	919	
776104	2491	1212	870	
776201	1212	2491	878	
776202	473	1212	904	
776203	1426	473	702	
776204	141	1426	1033	
779101	2101	944	813	
779102	2494	2101	517	
779201	2101	2494	516	
779202	944	2101	808	
781101	2496	1216	894	
781102	343	2496	644	
781103	2498	343	797	
781201	343	2498	830	
781202	2496	343	632	
781203	1216	2496	887	
782301	2500	1995	571	
782401	1995	2500	572	
783301	852	718	1224	
783302	713	852	1052	
783401	852	713	1063	
783402	718	852	1214	
784101	2505	2509	532	
784102	2506	2505	512	
784103	2507	2506	701	
784104	2508	2507	695	
784201	2507	2508	707	
784202	2506	2507	701	
784203	2505	2506	500	
784204	2509	2505	532	
785101	1380	1228	903	
785201	1228	1380	896	
786301	2512	1195	799	
786302	2513	2512	510	
786303	2514	2513	560	
786304	1177	2514	393	
786305	1431	1177	589	
786306	1192	1431	336	
786307	2518	1192	714	
786401	1192	2518	725	
786402	1431	1192	340	
786403	1177	1431	587	
786404	2514	1177	393	
786405	2513	2514	560	
786406	2512	2513	510	
786407	1195	2512	799	
787301	2520	2521	519	
787401	2521	2520	519	
788301	2522	2523	1254	
788401	2523	2522	1254	
790103	2524	2527	3740	
790104	2525	2524	2378	
790105	2526	2525	1065	
790201	2525	2526	1055	
790202	2524	2525	2383	
790203	2527	2524	3741	
791301	422	1360	618	
791401	1360	422	618	
792301	2530	2535	523	
792302	2531	2530	887	
792303	2532	2531	662	
792304	2533	2532	402	
792305	1828	2533	496	
792401	2533	1828	484	
792402	2532	2533	406	
792403	2531	2532	660	
792404	2530	2531	894	
