INDEX	EDGE	VERTEX
2063	长春北路	公明北环大道
2064	长春北路	民生大道
2065	长春南路	松白路
2066	长春南路	创业路(公明)
2067	长春中路	振明路
2068	长春中路	民生大道
2069	长春中路	松白路
2070	公常路	东新路
2071	公常路	凤新路
2072	公常路	振兴路
2073	公常路	龙大高速公路
2074	公常路	公明北环大道
2075	公常路	羌下一路
2076	光明大道	华夏二路
2077	光明大道	观光路
2078	光明大道	塘家大道
2079	光明大道	松白路
2080	光明大道	根玉路
2081	光明大道	光明大街
2082	根玉路	光侨大道
2083	根玉路	光明大道
2084	根玉路	将石路
2085	根玉路	东方大道
2086	根玉路	南环大道
2087	根玉路	松白路
2088	根玉路	玉昌西路
2089	安发路	振明路
2090	安发路	松白路
2091	安发路	兴发路
2092	邦凯路	龙大高速公路
2093	邦凯路	观光路
2094	碧眼路	光明大道
2095	碧眼路	牛山路
2096	长凤路	松白路
2097	长凤路	龙大高速公路
2098	长圳路	东长路
2099	长圳路	松白路
2100	创维路	松白路
2101	创维路	创业路(公明)
2102	东明大道	高新西路
2103	东明大道	华夏二路
2104	二五二县道	光侨大道
2105	二五二县道	观光路
2106	高新路	兴通路
2107	高新路	华夏二路
2108	高新路	东明大道
2109	高新西路	东明大道
2110	高新西路	光明大道
2111	光侨路	凤新路
2112	光侨路	华夏路
2113	华夏二路	东明大道
2114	华夏二路	兴通路
2115	华夏二路	华夏一路
2116	华夏二路	高新路
2117	华夏二路	光明大道
2118	华夏路	光明大道
2119	华夏路	光侨大道
2120	华夏一路	兴通路
2121	华夏一路	华夏二路
2122	华夏一路	东明大道
2123	甲子塘大道	光明大道
2124	甲子塘大道	光侨大道
2125	将石路	根玉路
2126	将石路	周家路
2127	金安路	振明路
2128	金安路	松白路
2129	马田路	永康路
2130	马田路	松白路
2131	塘福街	塘家大道
2132	塘福街	光侨大道
2133	兴发路	民生大道
2134	兴发路	安发路
2135	永康路	马田路
2136	永康路	下村路
2137	玉昌东路	玉昌西路
2138	玉昌东路	松白路
2139	玉昌西路	根玉路
2140	玉昌西路	玉昌东路
2141	振明路	红花中路
2142	振明路	长春中路
2143	振明路	金安路
2144	振明路	松白路
2145	振明路	安发路
2146	周家路	将石路
2147	玉龙路	梅龙路
2148	新区大道	金龙路
2149	新区大道	白龙路
2150	新区大道	玉龙路
2151	新区大道	留仙大道
2152	新区大道	民宝路
2153	新区大道	人民路(龙华)
2154	新区大道	简上路
2155	新区大道	和平路(龙华)
2156	新区大道	皇岗路
2157	梅龙路	民乐路
2158	梅龙路	白龙路
2159	梅龙路	玉龙路
2160	梅龙路	留仙大道
2161	梅龙路	民宝路
2162	梅龙路	布龙路
2163	梅龙路	龙胜路
2164	梅龙路	工业路
2165	梅龙路	民清路
2166	梅龙路	金龙路
2167	白龙路	新区大道
2168	白龙路	玉龙路
2169	白龙路	梅龙路
2170	大浪南路	华发路
2171	大浪南路	机荷高速公路
2172	大浪南路	龙观路
2173	桂花路	桂月路
2174	桂花路	观光路
2175	桂月路	泗黎路
2176	桂月路	福前路
2177	桂月路	桂花路
2178	华昌路	华旺路
2179	华昌路	华丰路
2180	华昌路	华达路
2181	华达路	华昌路
2182	华达路	华荣路
2183	华发路	华昌路
2184	华发路	华繁路
2185	华发路	大浪南路
2186	华荣路	华达路
2187	华荣路	华发路
2188	华荣路	华兴路
2189	华荣路	机荷高速公路
2190	华荣路	龙观路
2191	华盛路	华丰路
2192	华盛路	英泰路
2193	华旺路	华昌路
2194	华旺路	华繁路
2195	华旺路	布龙公路
2196	华旺路	大浪南路
2197	华兴路	华荣路
2198	华兴路	布龙公路
2199	华兴路	华盛路
2200	简上路	新区大道
2201	简上路	福龙路
2202	简上路	布龙路
2203	建设东路	建设路(龙华)
2204	建设东路	清泉路
2205	金龙路	新区大道
2206	金龙路	白龙路
2207	金龙路	梅龙路
2208	龙胜路	人民路(龙华)
2209	龙胜路	中环路
2210	龙胜路	建设路(龙华)
2211	龙胜路	和平路(龙华)
2212	龙胜路	龙华路
2213	龙胜路	梅龙路
2214	民宝路	新区大道
2215	民宝路	梅龙路
2216	民丰路	民治大道
2217	民丰路	梅龙路
2218	民丰路	民康路
2219	民康路	华南路
2220	民康路	民丰路
2221	民清路	东环一路
2222	民清路	工业路
2223	民旺路	梅龙路
2224	民旺路	民治大道
2225	清湖路	和平路(龙华)
2226	清湖路	龙观东路
2227	清湖路	梅龙大道
2228	清丽路	清宁路
2229	清丽路	五和大道
2230	清宁路	清新路
2231	清宁路	雪岗北路
2232	清泉路	和平路(龙华)
2233	清泉路	龙观东路
2234	清泉路	梅龙大道
2235	清祥路	清新路
2236	清祥路	雪岗北路
2237	三联路	东环二路
2238	三联路	东环一路
2239	三联路	人民路(龙华)
2240	三联路	清龙路
2241	石新路	东湖路(观澜)
2242	石新路	观平路
2243	油松路	工业路
2244	油松路	东环一路
2245	油松路	东环二路
2246	油松路	布龙路
2247	裕新路	高尔夫大道
2248	裕新路	环观南路
2249	悦兴路	人民路(观澜)
2250	悦兴路	泗黎路
2251	中环路	工业路
2252	中环路	和平路(龙华)
2253	中环路	公园路(龙华)
2254	中环路	布龙路
2255	滨海二路	葵南路
2256	滨海二路	坪西路
2257	滨海二路	银滩路
2258	海滨北路	东沙路
2259	海滨北路	水头路
2260	海滨北路	海滨南路
2261	海滨南路	海滨北路
2262	海滨南路	同富路
2263	葵鹏路	观海湾大沙滩
2264	葵鹏路	雷公山隧道
2265	葵鹏路	金业大道
2266	葵鹏路	观海湾大沙滩
2267	葵鹏路	迭福路
2268	南西公路	东涌路
2269	南西公路	同富路
2270	南西公路	西冲
2271	坪西路	滨海二路
2272	坪西路	振兴路
2273	坪西路	岭南路
2274	坪西路	鹏飞路
2275	坪西路	葵鹏路
2276	坪西路	盐坝高速
2277	坪西路	水头路
2278	鹏飞路	东山路
2279	鹏飞路	银滩路
2280	鹏飞路	公园路
2281	鹏飞路	人民路
2282	鹏飞路	迎宾路
2283	鹏飞路	岭澳大道
2284	金葵中路	坪葵路
2285	金葵中路	金业大道
2286	延安路	金业大道
2287	延安路	金葵东路
2288	金岭路	坪葵路
2289	金岭路	金业大道
2290	金业大道	金葵中路
2291	金业大道	延安路
2292	金业大道	金岭路
2293	金业大道	葵鹏路
2294	龙岐路	葵南路
2295	水头路	葵南路
2296	水头路	海滨北路
2297	葵南路	滨海二路
2298	葵南路	公园路
2299	葵南路	龙岐路
2300	迎宾路	中山路
2301	迎宾路	鹏飞路
2302	迎宾路	公园路
2303	中山路	迎宾路
2304	中山路	公园路(大鹏)
2305	红岗路	清平高速公路
2306	红岗路	粤宝路
2307	留仙三路	洪浪北二路
2308	留仙三路	创业二路
2309	留仙三路	南光高速公路
2310	惠盐南路	惠盐中路
2311	惠盐南路	北山道
2312	楼岗大道	田园路
2313	楼岗大道	松岗大道
2314	楼岗大道	广深公路
2315	楼岗大道	南环大道
2316	新玉路	广深高速公路
2317	新玉路	南光高速公路
2318	洲石玉支线	石岩湖路
2319	洲石玉支线	根玉路
2320	洲石玉支线	洲石公路
2321	观光路	桂花路
2322	观光路	泗黎路
2323	观光路	福前路
2324	观光路	浪荣路
2325	观光路	光侨大道
2326	观光路	光明大道
2327	观光路	高尔夫大道
2328	龙兴北路	坪梓路
2329	龙兴北路	龙兴南路
2330	锦龙大道	坪山大道
2331	锦龙大道	金碧路(坪山)
2332	锦龙大道	宝龙大道
2333	锦龙大道	南同大道
2334	锦龙大道	八号路
2335	平龙路	凤凰大道
2336	平龙路	益民路
2337	平龙路	平新路
2338	平龙路	工业大道
2339	平龙路	中环大道
2340	平龙路	嘉湖路
2341	平龙路	环观南路
2342	平龙路	平龙西路
2343	五和大道	雅园路
2344	五和大道	永香西路
2345	五和大道	布龙路
2346	五和大道	吉华路
2347	五和大道	贝尔路
2348	五和大道	稼先路
2349	五和大道	雪岗北路
2350	五和大道	坂李大道
2351	五和大道	清新路
2352	五和大道	环观南路
2353	五和大道	梅坂大道
2354	坪葵路	金葵中路
2355	坪葵路	金岭路
2356	坪葵路	坪头岭登山路
2357	坪葵路	罗葵路
2358	坪葵路	比亚迪路
2359	坪葵路	东纵路
2360	坪葵路	盐坝高速
2361	沙江路	松罗路
2362	沙江路	广深公路
2363	沙江路	宝安大道
2364	沙江路	广深高速公路
2365	沙江路	松岗大道
2366	大和路	清华东路
2367	大和路	清平路
2368	大和路	机荷高速公路
2369	大和路	环观南路
2370	大和路	人民路(观澜)
2371	大和路	环观中路
2372	大和路	观澜大道
2373	大和路	雪岗北路
2374	东湖路(罗湖)	太白路
2375	东湖路(罗湖)	金稻田路
2376	公明北环大道	长春北路
2377	公明北环大道	下村路
2378	公明北环大道	南光高速公路
2379	公明北环大道	西环大道
2380	公明北环大道	华发北路
2381	公明北环大道	民生大道
2382	红荔路	上步中路
2383	红荔路	华强北路
2384	红荔路	华富路
2385	红荔路	皇岗路
2386	红荔路	彩田路
2387	红荔路	金田路(福田)
2388	红荔路	益田路
2389	红荔路	新洲路
2390	红荔路	红岭中路
2391	红棉路	布澜路
2392	红棉路	立信路
2393	华美路	松岗大道
2394	华美路	田园路
2395	立新路	大洋路
2396	立新路	政丰北路
2397	荔园路(福永)	永福路
2398	荔园路(福永)	松福大道
2399	荔园路(福永)	沿江高速
2400	荔园路(福永)	桥塘路
2401	梅园路	宝岗路
2402	梅园路	红岭北路
2403	梅园路	洪湖西路
2404	民治大道	民乐路
2405	民治大道	民丰路
2406	民治大道	民旺路
2407	民治大道	布龙路
2408	民治大道	工业路
2409	民治大道	梅坂大道
2410	南山大道	创业路(南山)
2411	南山大道	滨海大道
2412	南山大道	桃园路
2413	南山大道	深南大道
2414	南山大道	玉泉路
2415	南山大道	中山园路
2416	南山大道	东滨路
2417	泥岗西路	八卦路
2418	泥岗西路	北环大道
2419	泥岗西路	华富路
2420	泥岗西路	泥岗东路
2421	前海路	沿江高速
2422	前海路	东滨路
2423	前海路	创业路(南山)
2424	前海路	桂庙路
2425	前海路	学府路
2426	前海路	桃园路
2427	前海路	南头街
2428	前海路	宝安大道
2429	东湖路(罗湖)	丹平快速路
2430	福民路(福田)	金田路(福田)
2431	福民路(福田)	益田路
2432	福民路(福田)	新洲路
2433	福民路(福田)	福强路
2434	福前路	观光路
2435	福前路	桂月路
2436	福前路	悦兴路
2437	前海路	兴海大道
2438	清林路	吉祥路
2439	清林路	爱心路
2440	清林路	黄阁路
2441	清林路	盐龙大道
2442	清林路	德政路
2443	新东路	沙湾
2444	新东路	东大路
2445	新东路	碧东路
2446	新东路	新大路
2447	新东路	东大路
2448	新东路	高山角
2449	新园路	解放路
2450	兴业路	罗田路
2451	兴业路	新安六路
2452	兴业路	海城路
2453	兴业路	西乡大道
2454	兴业路	银田路
2455	兴业路	海秀路
2456	盐龙大道	教育北路
2457	盐龙大道	农轩路
2458	盐龙大道	新生路
2459	盐龙大道	龙西中路
2460	盐龙大道	长兴北路
2461	盐龙大道	友谊路
2462	盐龙大道	回龙路
2463	盐龙大道	愉龙路
2464	盐龙大道	黄阁路
2465	盐龙大道	龙平西路
2466	盐龙大道	清林路
2467	盐龙大道	如意路(龙岗)
2468	盐龙大道	龙翔大道
2469	盐龙大道	龙岗大道
2470	永和路	豪业路
2471	永和路	重庆路
2472	永和路	桥和路
2473	永和路	和秀西路
2474	永和路	荔园路(福永)
2475	永和路	凤塘大道
2476	永和路	兴业西路
2477	永和路	福洲大道(福永)
2478	永香西路	五和大道
2479	永香西路	民康路
2480	政丰北路	福海大道
2481	政丰北路	立新路
2482	政丰北路	政丰南路
2483	中心大道	鹏飞路
2484	中心大道	滨海二路
2485	金葵东路	银葵路
2486	金葵东路	金业大道
2487	金葵东路	延安路
2488	创业二路	留仙一路
2489	创业二路	新安三路
2490	创业二路	前进一路
2491	创业二路	广深公路
2492	创业二路	宝石路
2493	创业路(公明)	创维路
2494	创业路(公明)	人民路(公明)
2495	创业路(公明)	风景路
2496	创业一路	宝安大道
2497	创业一路	新湖路
2498	创业一路	裕安一路
2499	创业一路	广深公路
2500	翠竹路(龙岗)	龙岗大道
2501	翠竹路(龙岗)	银威路
2502	翠竹路(罗湖)	太宁路
2503	翠竹路(罗湖)	布心路
2504	翠竹路(罗湖)	东门北路
2505	福中路(福田)	彩田路
2506	福中路(福田)	金田路(福田)
2507	福中路(福田)	益田路
2508	福中路(福田)	新洲路
2509	福中路(福田)	皇岗路
2510	福中路(宝安)	怀德南路
2511	福中路(宝安)	广深公路
2512	公园路(新安)	创业二路
2513	公园路(新安)	裕安二路
2514	公园路(新安)	上川路
2515	公园路(新安)	新安四路
2516	公园路(新安)	流塘路
2517	公园路(新安)	西乡大道
2518	公园路(新安)	曦城大道
2519	公园路(新安)	新安二路
2520	公园路(龙华)	人民路(龙华)
2521	公园路(龙华)	工业路
2522	公园路(大鹏)	鹏飞路
2523	公园路(大鹏)	葵南路
2524	横坪公路(横岗)	沙荷路
2525	横坪公路(横岗)	龙岗大道
2526	横坪公路(横岗)	水官高速
2527	横坪公路(横岗)	金碧路(坪山)
2528	吉祥路(石岩)	宝石东路
2529	吉祥路(石岩)	河滨南路
2530	吉祥路(龙岗)	龙翔大道
2531	吉祥路(龙岗)	清林路
2532	吉祥路(龙岗)	龙福路
2533	吉祥路(龙岗)	龙平西路
2534	吉祥路(龙岗)	回龙路
2535	吉祥路(龙岗)	龙岗大道
2536	建设路(龙华)	布龙路
2537	建设路(龙华)	工业路
2538	建设路(龙华)	人民路(龙华)
2539	建设路(龙华)	东环一路
2540	建设路(龙华)	东环二路
2541	建设路(龙华)	新区大道
2542	建设路(龙岗)	龙福路
2543	建设路(龙岗)	龙翔大道
2544	建设路(罗湖)	嘉宾路
2545	建设路(罗湖)	人民公园路
2546	建设路(罗湖)	人民南路(罗湖)
2547	建设路(坪山)	深汕路
2548	建设路(坪山)	东胜街
2549	金碧路(罗湖)	北环大道
2550	金碧路(罗湖)	泥岗西路
2551	金碧路(坪山)	锦龙大道
2552	金碧路(坪山)	汤坑路
2553	金碧路(坪山)	横坪公路(横岗)
2554	金碧路(坪山)	东纵路
2555	金沙路(坑梓)	坪山大道
2556	金沙路(坑梓)	丹梓大道
2557	金田路(坪山)	创景路
2558	金田路(坪山)	横塘路
2559	金田路(坪山)	东纵路
2560	金田路(坪山)	二零六县道
2561	莲花路(福田)	宏威路
2562	莲花路(福田)	雨田路
2563	莲花路(福田)	新洲路
2564	莲花路(福田)	景田路
2565	莲花路(福田)	香梅路
2566	莲花路(福田)	彩田路
2567	莲花路(布吉)	西环路(布吉)
2568	莲花路(布吉)	吉华路
2569	人民北路	笋岗东路
2570	人民北路	晒布路
2571	人民路(观澜)	观澜大道
2572	人民路(观澜)	悦兴路
2573	人民路(观澜)	大和路
2574	人民路(公明)	松白路
2575	人民路(公明)	创业路(公明)
2576	人民路(龙华)	新区大道
2577	人民路(龙华)	布龙路
2578	人民路(龙华)	龙胜路
2579	人民路(龙华)	工业路
2580	人民路(龙华)	建设路(龙华)
2581	人民路(龙华)	和平路(龙华)
2582	人民路(龙华)	公园路(龙华)
2583	人民路(龙华)	龙观路
2584	人民路(龙华)	福龙路
2585	人民路(坑梓)	宝梓中路
2586	人民路(坑梓)	光祖北路
2587	人民路(坑梓)	金沙路(坑梓)
2588	人民南路(罗湖)	船步路
2589	人民南路(罗湖)	深南东路
2590	人民南路(罗湖)	和平路(罗湖)
2591	如意路(石岩)	田心大道
2592	如意路(石岩)	罗租路
2593	如意路(龙岗)	龙岗大道
2594	如意路(龙岗)	龙翔大道
2595	如意路(龙岗)	黄阁路
2596	如意路(龙岗)	龙飞大道
2597	如意路(龙岗)	盐龙大道
2598	如意路(龙岗)	东莞
2599	如意路(龙岗)	宝荷路
2600	同富路(福永)	豪业路
2601	同富路(福永)	重庆路
2602	同富路(福永)	桥和路
2603	同富路(福永)	福洲大道(福永)
2604	同富路(龙岗)	鸿基路
2605	同富路(龙岗)	莱茵路
2606	同富路(龙岗)	爱南路
2607	同富路(坪山)	黄竹坑路
2608	同富路(坪山)	锦龙大道
2609	同富路(南澳)	海滨南路
2610	同富路(南澳)	南西路
2611	梧桐路(横岗)	红棉路
2612	梧桐路(横岗)	龙岗大道
2613	西环路(布吉)	莲花路
2614	西环路(布吉)	龙岭西路
2615	西环路(布吉)	吉华路
2616	西环路(布吉)	红岗路
2617	西环路(沙井)	南环路
2618	西环路(沙井)	万安路
2619	西环路(沙井)	新沙路(沙井)
2620	西环路(沙井)	蚝乡路
2621	西环路(沙井)	北环路
2622	西环路(沙井)	新和大道
2623	西环路(沙井)	永福路
2624	新沙路(沙井)	广深公路
2625	新沙路(沙井)	中心路(宝安)
2626	新沙路(沙井)	宝安大道
2627	新沙路(沙井)	环镇路
2628	新沙路(沙井)	沙井路
2629	新沙路(沙井)	西环路(沙井)
2630	新沙路(沙井)	松福大道
2631	新沙路(沙井)	锦程路
2632	新沙路(沙井)	东环路
2633	兴华路(福永)	宝安大道
2634	兴华路(福永)	广深高速公路
2635	兴华路(坪地)	教育中路
2636	兴华路(坪地)	香元排路
2637	兴华路(坪地)	花园路
2638	兴华路(坪地)	发展路
2639	雪岗南路	坂雪岗大道
2640	雪岗南路	吉华路
2641	中兴路(布吉)	吉政路
2642	中兴路(布吉)	吉华路
2643	中兴路(布吉)	政清路
2644	中兴路(罗湖)	兴湖路
2645	中兴路(罗湖)	文锦中路
2646	中兴路(坪山)	建设路(坪山)
2647	中兴路(坪山)	东纵路
2648	和平路(罗湖)	船步路
2649	和平路(罗湖)	嘉宾路
2650	和平路(罗湖)	人民南路(罗湖)
2651	和平路(龙华)	清龙路
2652	和平路(龙华)	东环二路
2653	和平路(龙华)	东环一路
2654	和平路(龙华)	人民路(龙华)
2655	和平路(龙华)	工业路
2656	和平路(龙华)	布龙路
2657	和平路(龙华)	新区大道
2658	和平路(龙华)	福龙路
2659	和平路(龙华)	华清大道
2660	芙蓉西路	新和大道
2661	芙蓉西路	广深高速公路
2662	松福大道	重庆路
2663	松福大道	桥和路
2664	松福大道	荔园路(福永)
2665	松福大道	凤塘大道
2666	松福大道	兴业西路
2667	松福大道	南环路
2668	松福大道	万安路
2669	松福大道	新沙路(沙井)
2670	松福大道	民主大道
2671	松福大道	蚝乡路
2672	松福大道	北环路
2673	松福大道	新和大道
2674	松福大道	向兴路
2675	松福大道	京港澳高速辅
2676	松福大道	宝安大道辅道
2677	松福大道	田园路
2678	松福大道	福洲大道(福永)
2679	金科路	裕安路
2680	金科路	罗田路
2681	金科路	甲岸南路
2682	广泰路	曦城大道
2683	广泰路	留仙一路
2684	广盛路	曦城大道
2685	广盛路	广泰路
2686	尖岗山大道	水库路
2687	尖岗山大道	曦城大道
2688	育才路	罗租路
2689	育才路	机荷高速公路
2690	塘家大道	光明大道
2691	塘家大道	塘福街
2692	牛山路	碧眼路
2693	牛山路	华夏路
2694	兴通路	高新路
2695	兴通路	华夏二路
2696	东滨隧道	广深沿江高速公路
2697	东滨隧道	东滨路
2698	望海路	公园南路(南山)
2699	望海路	八号路
2700	望海路	沿江高速
2701	望海路	沙河西路
2702	望海路	工业一路
2703	工业一路	南海大道
2704	工业一路	望海路
2705	公园北路(南山)	工业七路
2706	公园北路(南山)	工业八路
2707	公园北路(南山)	招商路
2708	公园南路(南山)	招商路
2709	公园南路(南山)	望海路
2710	创业路(南山)	后海滨路
2711	创业路(南山)	后海大道
2712	创业路(南山)	南海大道
2713	创业路(南山)	南山大道
2714	创业路(南山)	月亮湾大道
2715	创业路(南山)	前海路
2716	创业路(南山)	科苑大道
2717	龙珠八路	龙珠大道
2718	龙珠八路	北环大道
2719	塘朗山隧道	南坪快速路
2720	塘朗山隧道	北环大道
2721	深云路	塘朗山隧道
2722	深云路	侨香路
2723	大富路	桂月路
2724	大富路	桂香路
2725	金田路(福田)	福民路(福田)
2726	金田路(福田)	滨河大道
2727	金田路(福田)	福华路
2728	金田路(福田)	深南大道
2729	金田路(福田)	红荔路
2730	金田路(福田)	福强路
2731	湖南路	龙岗大道
2732	湖南路	百鸽路
2733	东湖路(观澜)	观天路
2734	东湖路(观澜)	石新路
2735	深峰路	水官高速
2736	深峰路	龙岗大道
2737	广达路	红棉三路
2738	广达路	龙岗大道
2739	深汕路	东纵路
2740	深汕路	宝龙大道
2741	深汕路	同力路
2742	深汕路	同心路
2743	深汕路	惠盐高速公路
2744	深汕路	爱南路
2745	深汕路	鸿基路
2746	深汕路	龙南路
2747	深汕路	龙岗大道
2748	深汕路	坪山大道
2749	人民东路	坪山大道
2750	人民东路	金沙路(坑梓)
2751	宝梓中路	人民路(坑梓)
2752	宝梓中路	丹梓大道
2753	福民路(坪山)	福民桥
2754	福民路(坪山)	金田路(坪山)
2755	横塘路	金牛路
2756	横塘路	金田路(坪山)
2757	华强路	葵新路
2758	华强路	延安路
2759	福华一路	益田路
2760	福华一路	民田路
2761	福华一路	新洲路
2762	福华一路	金田路(福田)
2763	沙荷路	荷康路
2764	沙荷路	横坪公路
2765	沙荷路	山子下路
2766	沙荷路	惠盐中路
2767	沙荷路	富康路
2768	沙荷路	六和路
2769	沙荷路	盐排高速
2770	沙荷路	宝荷路
2771	荷康路	龙岗大道
2772	荷康路	沙荷路
2773	环梅路	艺海路
2774	环梅路	盐梅路
2775	艺海路	环碧路
2776	艺海路	环梅路
2777	金运路	布龙路
2778	金运路	中兴路(布吉)
2779	国威路	聚宝路
2780	国威路	仙湖路
2781	国威路	鹏兴路
2782	国威路	畔山路
2783	畔山路	国威路
2784	畔山路	聚宝路
2785	畔山路	港莲路
2786	鹏兴路	仙湖路
2787	鹏兴路	国威路
2788	鹏兴路	罗沙路
2789	龙珠四路	龙井路
2790	龙珠四路	北环大道
2791	龙珠四路	龙珠大道
2792	仙堡路	沙河东路
2793	仙堡路	龙珠四路
2794	龙珠三路	龙珠大道
2795	龙珠三路	龙井路
2796	华南大道	国际大道
2797	华南大道	富安大道
2798	华南大道	一号路
2799	一号路(龙岗)	平新北路
2800	一号路(龙岗)	华南大道
2801	梦海大道	怡海大道
2802	梦海大道	前海一路
2803	梦海大道	桂湾三路
2804	梦海大道	湖滨西路
2805	梦海大道	前湾四路
2806	怡海大道	前海一路
2807	怡海大道	关口二路
2808	怡海大道	梦海大道
2809	听海大道	前海一路
2810	听海大道	沿江高速
2811	前海一路	怡海大道
2812	前海一路	梦海大道
2813	前海一路	听海大道
2814	前海一路	月亮湾大道
2815	机场南路	领航高架
2816	机场南路	广深高速公路
2817	领航高架	空港八道
2818	领航高架	机场南路
2819	福洲大道	凤凰山隧道
2820	福洲大道	洲石公路
2821	周家大道	根玉路
2822	周家大道	富利南路
2823	富利南路	人民路(公明)
2824	富利南路	周家大道
2825	石岩外环路	龙大高速公路
2826	石岩外环路	石岩北环路
2827	龙观快速	大浪南路
2828	龙观快速	观光路
2829	民和路	观光路
2830	民和路	观澜大道
2831	石皮山隧道	观平路
2832	石皮山隧道	环观南路
2833	坂李大道	板澜大道
2834	坂李大道	五和大道
2835	坂李大道	布澜路
2836	板澜大道	环观南路
2837	板澜大道	坂李大道
2838	平大路	新厦大道
2839	平大路	环观南路
2840	平大路	平龙路
2841	龙坪路	东纵路
2842	龙坪路	金牛路
2843	龙坪路	比亚迪路
2844	葵坝路	延安路
2845	葵坝路	坝核公路
2846	月亮湾大道高架	兴海大道
2847	月亮湾大道高架	妈湾大道
2848	凤凰山隧道	福州大道
2849	凤凰山隧道	福凤路
2850	广深沿江高速公路	前海收费站
2851	广深沿江高速公路	西乡南收费站
2852	广深沿江高速公路	西乡北收费站
2853	广深沿江高速公路	福永收费站
2854	广深沿江高速公路	长安收费站
2855	广深沿江高速公路	东滨隧道
2856	盐排高速公路	盐田收费站
2857	盐排高速公路	长深高速出入口
2858	盐排高速公路	横岗收费站
2859	盐排高速公路	水盐立交
2860	盐排高速公路	排榜立交
2861	盐排高速公路	凤岗收费站
2862	盐排高速公路	惠深沿海高速公路
2863	水官高速公路	横坪收费站
2864	水官高速公路	水盐立交
2865	水官高速公路	平沙收费站
2866	水官高速公路	布澜收费站
2867	水官高速公路	布龙收费站
2868	水官高速公路	龙岗收费站
2869	清平高速公路	神龙收费站
2870	清平高速公路	龙景收费站
2871	清平高速公路	沈海高速公路
2872	清平高速公路	富安收费站
2873	清平高速公路	金龙收费站
2874	清平高速公路	红岗路
2875	盐坝高速公路	坝光收费站
2876	盐坝高速公路	葵涌收费站
2877	盐坝高速公路	土洋收费站
2878	盐坝高速公路	溪涌收费站
2879	盐坝高速公路	小梅沙收费站
2880	盐坝高速公路	大梅沙收费站
2881	盐坝高速公路	明珠立交
2882	盐坝高速公路	仁深高速公路
2883	盐坝高速公路	小桂收费站
2884	龙大高速公路	朗田收费站
2885	龙大高速公路	石龙仔收费站
2886	龙大高速公路	光明收费站
2887	龙大高速公路	楼村收费站
2888	龙大高速公路	松岗收费站
2889	龙大高速公路	莞佛高速公路
2890	龙大高速公路	福龙路
2891	南光高速公路	白芒收费站
2892	南光高速公路	宝石收费站
2893	南光高速公路	洲石收费站
2894	南光高速公路	塘明收费站
2895	南光高速公路	下村收费站
2896	南光高速公路	松岗收费站
2897	南光高速公路	南坪快速路
2898	惠盐高速公路	龙岗收费站
2899	惠盐高速公路	富地岗收费站
2900	惠盐高速公路	新圩收费站
2901	惠盐高速公路	机荷高速公路
2902	广深高速公路	福田收费站
2903	广深高速公路	南坪收费站
2904	广深高速公路	南头收费站
2905	广深高速公路	宝安收费站
2906	广深高速公路	鹤洲收费站
2907	广深高速公路	福永收费站
2908	广深高速公路	沙井收费站
2909	广深高速公路	新桥收费站
2910	广深高速公路	长安收费站
2911	广深高速公路	皇岗收费站
2912	梅观高速公路	清湖立交
2913	梅观高速公路	观澜收费站
2914	梅观高速公路	G94珠三角环线高速出入口
2915	梅观高速公路	梅观路
2916	机荷高速公路	水官高速公路
2917	机荷高速公路	排榜立交
2918	机荷高速公路	白泥坑收费站
2919	机荷高速公路	平湖收费站
2920	机荷高速公路	清平高速公路
2921	机荷高速公路	清湖立交
2922	机荷高速公路	福民收费站
2923	机荷高速公路	水郎收费站
2924	机荷高速公路	溪之谷收费站
2925	机荷高速公路	石岩收费站
2926	机荷高速公路	南光高速公路
2927	机荷高速公路	黄鹤收费站
2928	机荷高速公路	惠盐高速公路
2929	深汕高速公路	坑梓收费站
2930	深汕高速公路	龙岗收费站
2931	深汕高速公路	淡水收费站
